dataset_id,tier,scale,algorithm,track,status,n_runs,build_time_s,qps,lat_p50_ms,lat_p95_ms,lat_p99_ms,rss_mb,index_bytes,bytes_per_insert,recall_at_k,recall_at_k_id_overlap,recall_at_k_tie_aware,update_latency_ms,energy_proxy,error_bits_min_hamming,error_bits_prefix_gap,hamming_audit_gap,online_accuracy,online_f1,adaptation_lag_steps
core:clustered,server,100M,core256/probe,core,ok,5,0.0706192316,28386305.574318398,1.7e-05,2.56e-05,3.0199999999999995e-05,4365.38671875,123473944.8,61.7369724,,,,,,,254.60883429999998,,,,
core:clustered,server,10M,core256/insert,core,ok,5,0.5258377508,1521610.7107098,0.0006739999999999999,0.000738,0.0010352,4365.38671875,49388388.8,61.735486,,,,,,,,,,,
core:clustered,server,10M,core256/match_batch,core,ok,5,0.0060542222,137781777.54287,7.5676e-06,7.5676e-06,7.5676e-06,4365.38671875,49388388.8,61.735486,,,,,,,254.60967325000001,,,,
core:clustered,server,10M,core256/predict,core,ok,5,0.028445396,28195358.191578,1.7e-05,2.6e-05,3.12e-05,4365.38671875,49388388.8,61.735486,,,,,,,,,,,
core:clustered,server,10M,core256/probe,core,ok,5,0.028491698,28158622.646843396,1.7e-05,2.5799999999999997e-05,3.1e-05,4365.38671875,49388388.8,61.735486,,,,,,,254.60967325000001,,,,
core:clustered,server,1M,core256/insert,core,ok,5,0.6529655604,1531565.4309358,0.0006762,0.0007076,0.0010686,43.83984375,61735617.2,61.7356172,,,,,,,,,,,
core:clustered,server,1M,core256/match_batch,core,ok,5,0.0075750956,137475622.231359,7.5749999999999995e-06,7.5749999999999995e-06,7.5749999999999995e-06,43.83984375,61735617.2,61.7356172,,,,,,,254.60868220000003,,,,
core:clustered,server,1M,core256/predict,core,ok,5,0.0355159414,28214528.577836595,1.7e-05,2.6199999999999996e-05,2.9999999999999997e-05,43.83984375,61735617.2,61.7356172,,,,,,,,,,,
core:clustered,server,1M,core256/probe,core,ok,5,0.035404671,28308597.4091398,1.7e-05,2.56e-05,2.9599999999999998e-05,43.83984375,61735617.2,61.7356172,,,,,,,254.60868220000003,,,,
core:legacy_compat,desktop,100M,compat/bench_tree,core,ok,1,,129000.0,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,desktop,100M,compat/bench_truth,core,ok,1,,,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,desktop,10M,compat/bench_tree,core,ok,1,,130000.0,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,desktop,10M,compat/bench_truth,core,ok,1,,,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,desktop,1M,compat/bench_tree,core,ok,1,,128000.0,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,desktop,1M,compat/bench_truth,core,ok,1,,,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,edge,100M,compat/bench_tree,core,ok,1,,129000.0,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,edge,100M,compat/bench_truth,core,ok,1,,,,,,8427.0546875,,,,,,,,,,,,,
core:legacy_compat,edge,10M,compat/bench_tree,core,ok,1,,132000.0,,,,8427.0546875,,,,,,,,,,,,,
